Incident ID,Incident Date/Time,Agency,Incident Type,Town of Incident,County of Incident,County of Arrest,Arrest Statute,Arresting Agency,Arrestee Gender,Arrestee Age,Count
15C303558,11/14/2015 03:07:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Injury,Stamford,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,20,1
15A105827,11/14/2015 03:18:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Eden,Lamoille,Lamoille,23V1201,VSP: Williston,Male,29,1
15B103502,11/14/2015 04:00:00 PM,VSP: Saint Johnsbury,Accident - Injury|Drive/Operate Under Influence,Barnet,Caledonia,Caledonia,23V1201A1#2,VSP: Saint Johnsbury,Male,31,1
15B203971,11/15/2015 02:00:00 AM,VSP: Derby,Accident - Property|Drive/Operate Under Influence|Accident - Injury,Irasburg,Orleans,Orleans,23V1201,VSP: Derby,Male,22,1
15B203972,11/15/2015 04:44:00 AM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Coventry,Orleans,Orleans,23V1201,VSP: Derby,Male,25,1
15A205411,11/15/2015 05:16:00 PM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Enosburgh,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,70,1
15D304477,11/15/2015 08:05:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Hartland,Windsor,Windsor,23V1201A1#3,VSP: Royalton,Female,33,1
15A105888,11/17/2015 07:32:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Bolton,Chittenden,Chittenden,23V1201,VSP: Williston,Male,38,1
15D304550,11/21/2015 12:36:00 AM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence|C&N Operation,Braintree,Orange,Orange,23V1201,VSP: Royalton,Male,21,1
15C106382,11/21/2015 05:31:00 AM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence|Traffic Stop,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,54,1
15B103586,11/22/2015 03:15:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Barnet,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,31,1
15D103530,11/22/2015 07:51:00 PM,VSP: Rockingham,Accident - Injury|K9|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Male,42,1
15C106424,11/23/2015 02:24:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Danby,Rutland,Rutland,23V1201,VSP: Rutland,Female,40,1
15A305665,11/25/2015 11:34:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property|Accident - Property,Fayston,Washington,Washington,23V1201,VSP: Middlesex,Male,47,1
15A205632,11/30/2015 04:28:00 PM,VSP: Saint Albans,Accident - Property|Other|Drive/Operate Under Influence,Montgomery,Franklin,Franklin,23V1201A3#2,VSP: Saint Albans,Female,40,1
15A305784,12/02/2015 03:15:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,50,1
15D103609,12/02/2015 05:57:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Rockingham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Male,33,1
15D103612,12/03/2015 12:54:00 AM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence,Windsor,Windsor,Windsor,23V1201A2#1,VSP: Rockingham,Male,22,1
15C303796,12/06/2015 02:09:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Injury,Arlington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,22,1
15C303803,12/07/2015 12:22:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Rupert,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,46,1
15B204253,12/07/2015 07:43:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Troy,Orleans,Orleans,23V1201,VSP: Derby,Male,51,1
15C106726,12/09/2015 11:53:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Pawlet,Rutland,Rutland,23V1201,VSP: Rutland,Male,23,1
15A106267,12/10/2015 07:30:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence|Other,Charlotte,Chittenden,Chittenden,23V1201,VSP: Williston,Female,28,1
15C106787,12/13/2015 02:00:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Wells,Rutland,Rutland,23V1201,VSP: Rutland,Male,51,1
15C303917,12/16/2015 02:25:00 PM,VSP: Shaftsbury,Accident - Property|Drive/Operate Under Influence|Traffic Stop,Dorset,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,61,1
15C303930,12/17/2015 12:25:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|Accident - Property,Woodford,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,25,1
15D103763,12/17/2015 04:31:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|Child Abuse/Neglect/Cruelty|DLS,Cavendish,Windsor,Windsor,23V1201A2#4,VSP: Rockingham,Male,33,1
15C106874,12/18/2015 01:58:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Wells,Rutland,Rutland,23V1201,VSP: Rutland,Female,47,1
15D103781,12/19/2015 02:07:00 AM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,33,1
15D103790,12/20/2015 12:14:00 AM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Peru,Bennington,Bennington,23V1201A1#1,VSP: Rockingham,Female,25,1
15D304898,12/20/2015 02:47:00 PM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence|Violate Conditions of Release,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Male,27,1
15D304914,12/22/2015 04:48:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Bethel,Windsor,Windsor,23V1201,VSP: Royalton,Female,71,1
15C203953,12/24/2015 10:22:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Injury,Waltham,Addison,Addison,23V1201,VSP: New Haven,Male,25,1
15C203968,12/26/2015 08:36:00 PM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,33,1
15A306190,12/26/2015 10:30:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence|Attempting to Elude Police|C&N Operation|Accident - Property,Plainfield,Washington,Washington,23V1201,VSP: Middlesex,Male,18,1
15B104021,12/27/2015 02:00:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence|Arrest on Warrant,Burke,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Female,35,1
15C107068,12/29/2015 01:46:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Rutland Town,Rutland,Rutland,23V1205,VSP: Rutland,Male,30,1
15C107077,12/29/2015 06:05:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Rutland Town,Rutland,Rutland,23V1201,VSP: Rutland,Female,29,1
15C204006,12/31/2015 07:43:00 AM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,25,1
16C100007,01/01/2016 03:22:00 AM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,25,1
16B200008,01/01/2016 03:05:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Barton,Orleans,Orleans,23V1201,VSP: Derby,Female,50,1
16C200027,01/02/2016 10:20:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,24,1
16B100016,01/03/2016 02:45:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Danville,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,22,1
16B100016,01/03/2016 02:45:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Danville,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,22,1
16C200029,01/03/2016 02:52:00 AM,VSP: New Haven,C&N Operation|Accident - Property|Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,34,1
16C200029,01/03/2016 02:52:00 AM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence|Accident - Property|C&N Operation,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,34,1
16B100078,01/07/2016 05:40:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Wheelock,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,49,1
16C300106,01/10/2016 05:22:00 AM,VSP: Shaftsbury,Accident - Property|Drive/Operate Under Influence,Arlington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,53,1
16C200084,01/10/2016 09:23:00 PM,VSP: New Haven,Accident - Property|C&N Operation|Drive/Operate Under Influence|Accident - Injury,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Female,29,1
16C200084,01/10/2016 09:23:00 PM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Accident - Property,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Female,29,1
16A300157,01/11/2016 10:35:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Warren,Washington,Washington,23V1201,VSP: Middlesex,Female,28,1
16A100229,01/14/2016 01:38:00 AM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Milton,Chittenden,Chittenden,23V1201,VSP: Williston,Male,26,1
16D100101,01/14/2016 08:54:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|C&N Operation|Property Damage,Westminster,Windham,Windham,23V1201A1#1/R,VSP: Rockingham,Female,39,1
16A200216,01/15/2016 04:51:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Enosburgh,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,38,1
16D200125,01/16/2016 07:30:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence|Other,Dummerston,Windham,Windham,23V1205,VSP: Brattleboro,Female,25,1
16D200125,01/16/2016 07:30:00 AM,VSP: Brattleboro,Other|Drive/Operate Under Influence|Accident - Property,Dummerston,Windham,Windham,23V1205,VSP: Brattleboro,Female,25,1
16B100172,01/16/2016 11:30:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,21,1
16D100129,01/17/2016 10:17:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|C&N Operation,Londonderry,Windham,Windham,23V1201A1#1,VSP: Rockingham,Male,63,1
16D200171,01/19/2016 09:55:00 AM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property,Guilford,Windham,Windham,23V1201A3#1,VSP: Brattleboro,Male,27,1
16B100208,01/20/2016 04:10:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Sutton,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,28,1
16D200195,01/22/2016 09:42:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property|Property Damage,Townshend,Windham,Windham,23V1201,VSP: Brattleboro,Male,72,1
16B200223,01/23/2016 04:59:00 AM,VSP: Derby,Accident - Property|Drive/Operate Under Influence,Coventry,Orleans,Orleans,23V1201,VSP: Derby,Male,29,1
16C100407,01/24/2016 05:07:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Poultney,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
16D300245,01/25/2016 02:30:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Female,23,1
16D300269,01/27/2016 07:21:00 AM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Female,37,1
16D100215,01/29/2016 08:54:00 AM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property|C&N Operation,Westminster,Windham,Windham,23V1201A3#1,VSP: Rockingham,Male,32,1
16C300355,01/29/2016 03:56:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Traffic Hazard|Accident - Property,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,27,1
16C100496,01/29/2016 04:10:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property|DLS,Rutland Town,Rutland,Rutland,23V1201A1#3,VSP: Rutland,Male,33,1
16B100311,01/29/2016 10:30:00 PM,VSP: Saint Johnsbury,Accident - Injury|Drive/Operate Under Influence|DLS|C&N Operation|Possession of Stolen Property|Theft of Motor Vehicle|Arrest on Warrant,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,47,1
16C100505,01/29/2016 11:33:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,25,1
16B100314,01/30/2016 01:30:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Injury,Danville,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Female,31,1
16D300304,01/30/2016 07:38:00 AM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence|Weapons Offense,Brookfield,Orange,Orange,23V1201,VSP: Royalton,Male,21,1
16D300306,01/30/2016 08:42:00 AM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Female,22,1
16B200313,01/31/2016 07:45:00 AM,VSP: Derby,Accident - Property|Drive/Operate Under Influence,Charleston,Orleans,Orleans,23V1201,VSP: Derby,Male,22,1
16C100528,01/31/2016 05:03:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence|Traffic Stop,Rutland Town,Rutland,Rutland,23V1201B1#1/R,VSP: Rutland,Male,51,1
16C100592,02/03/2016 10:10:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Mount Holly,Rutland,Rutland,23V1201,VSP: Rutland,Male,33,1
16C100592,02/03/2016 10:10:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Mount Holly,Rutland,Rutland,23V1201,VSP: Rutland,Male,33,1
16A100619,02/05/2016 08:49:00 PM,VSP: Williston,Accident - Injury|Other|Drive/Operate Under Influence,Lincoln,Addison,Addison,23V1201,VSP: Williston,Male,35,1
16D200330,02/06/2016 11:35:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Injury,Whitingham,Windham,Windham,23V1201,VSP: Brattleboro,Male,21,1
16D200340,02/08/2016 04:15:00 PM,VSP: Brattleboro,Accident - Injury|Drive/Operate Under Influence,Wardsboro,Windham,Windham,23V1201A1#1/R,VSP: Brattleboro,Female,58,1
16B100404,02/08/2016 06:08:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Concord,Essex,Essex,23V1201,VSP: Saint Johnsbury,Male,43,1
16D200359,02/09/2016 07:26:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201,VSP: Brattleboro,Female,38,1
16D300424,02/10/2016 07:10:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence|C&N Operation,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,22,1
16A300678,02/13/2016 07:20:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property|Accident - Property,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,42,1
16B300324,02/16/2016 05:15:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Injury,Fairlee,Orange,Orange,23V1201,VSP: Bradford,Male,68,1
16C200463,02/16/2016 10:48:00 PM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence|C&N Operation,Cornwall,Addison,Addison,23V1201,VSP: New Haven,Female,51,1
16B300317,02/16/2016 11:00:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Injury,Newbury,Orange,Orange,23V1201,VSP: Bradford,Male,63,1
16B300317,02/16/2016 11:00:00 PM,VSP: Bradford,Accident - Injury|Drive/Operate Under Influence,Newbury,Orange,Orange,23V1201,VSP: Bradford,Male,63,1
16A300750,02/17/2016 10:20:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,30,1
16B200573,02/17/2016 10:20:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Barton,Orleans,Orleans,23V1205,VSP: Derby,Female,40,1
16D200451,02/19/2016 11:25:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence|Other,Townshend,Windham,Windham,23V1201A1#1,VSP: Brattleboro,Male,17,1
16A100891,02/19/2016 11:44:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Male,28,1
16A300924,02/28/2016 01:00:00 AM,VSP: Middlesex,Accident - Injury|Drive/Operate Under Influence,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,26,1
16A101037,02/28/2016 02:13:00 AM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence|Traffic Stop,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,24,1
16A300927,02/28/2016 03:04:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Calais,Washington,Washington,23V1201,VSP: Middlesex,Male,24,1
16B300396,02/28/2016 05:26:00 AM,VSP: Bradford,Drive/Operate Under Influence|Accident - Injury|C&N Operation,Thetford,Orange,Orange,23V1201,VSP: Bradford,Male,35,1
16D300666,02/28/2016 02:45:00 PM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Male,51,1
16D100509,03/02/2016 07:57:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Andover,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Female,36,1
16B300437,03/05/2016 01:13:00 PM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Bradford,Orange,Orange,23V1201,VSP: Bradford,Male,60,1
16C101144,03/05/2016 09:24:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Benson,Rutland,Rutland,23V1201,VSP: Rutland,Female,21,1
16B100723,03/05/2016 10:30:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Concord,Essex,Essex,23V1201A1#1,VSP: Saint Johnsbury,Male,46,1
16A101178,03/07/2016 06:03:00 PM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence|Vandalism,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,31,1
16A101203,03/09/2016 01:15:00 AM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,34,1
16C101238,03/10/2016 11:56:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Injury,Rutland Town,Rutland,Rutland,23V1201,VSP: Rutland,Female,30,1
16B100772,03/11/2016 04:34:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A2#1,VSP: Saint Johnsbury,Female,24,1
16D300817,03/11/2016 08:28:00 PM,VSP: Royalton,Accident - Property|Other|Attempting to Elude Police|Drive/Operate Under Influence|K9|Drug Crime - General|C&N Operation,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,29,1
16D100591,03/11/2016 10:14:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|C&N Operation,Cavendish,Windsor,Windsor,23V1201,VSP: Rockingham,Male,26,1
16A301109,03/12/2016 08:30:00 PM,VSP: Middlesex,Accident - Injury|Drive/Operate Under Influence,Duxbury,Washington,Washington,23V1201,VSP: Middlesex,Male,30,1
16D300832,03/13/2016 03:03:00 PM,VSP: Royalton,Drive/Operate Under Influence|DLS|Accident - Property|Accident - Property,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,32,1
16A201116,03/15/2016 03:51:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Montgomery,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,28,1
16D100630,03/16/2016 04:07:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,56,1
16C200739,03/18/2016 05:07:00 AM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,20,1
16D200683,03/21/2016 01:00:00 AM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property,Whitingham,Windham,Windham,23V1201,VSP: Brattleboro,Male,49,1
16B100899,03/21/2016 07:10:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Newark,Caledonia,Caledonia,23V1201A2#2,VSP: Saint Johnsbury,Male,35,1
16C300952,03/22/2016 08:21:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Rupert,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,31,1
16D200707,03/24/2016 09:08:00 PM,VSP: Other,Accident - Property|Drive/Operate Under Influence|Child Abuse/Neglect/Cruelty|Traffic Stop,Brattleboro,Windham,Windham,23V1201A1#3,VSP: Headquarters,Male,37,1
16B100967,03/26/2016 12:45:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|K9|Accident - Property,Danville,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,29,1
16D200720,03/26/2016 03:55:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property|Accident - Property,Putney,Windham,Windham,23V1201,VSP: Brattleboro,Male,65,1
16C200833,03/27/2016 02:41:00 AM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Traffic Stop|Other,Addison,Addison,Addison,23V1201,VSP: New Haven,Male,22,1
16C101563,03/28/2016 11:50:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Pittsford,Rutland,Rutland,23V1201,VSP: Rutland,Male,52,1
16D200782,03/31/2016 11:07:00 PM,VSP: Brattleboro,Accident - Injury|Other|Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201A1#1,VSP: Brattleboro,Male,24,1
16B101025,03/31/2016 11:30:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|C&N Operation|Accident - Injury,Guildhall,Essex,Essex,23V1201,VSP: Saint Johnsbury,Male,23,1
16C301063,04/01/2016 11:44:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Violate Conditions of Release|C&N Operation|DLS|Accident - Fatal,Sunderland,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,44,1
16D100758,04/01/2016 10:54:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Rockingham,Windham,Windham,23V1201,VSP: Rockingham,Male,37,1
16C101729,04/07/2016 01:27:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Female,24,1
16C200937,04/07/2016 11:41:00 PM,VSP: New Haven,Drive/Operate Under Influence|Attempting to Elude Police|C&N Operation|Accident - Property,Weybridge,Addison,Addison,23V1201A3#1,VSP: New Haven,Male,38,1
16C200937,04/07/2016 11:41:00 PM,VSP: New Haven,Drive/Operate Under Influence|Attempting to Elude Police|C&N Operation|Accident - Property,Weybridge,Addison,Addison,23V1201A3#1,VSP: New Haven,Male,38,1
16D100826,04/08/2016 11:24:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Rockingham,Windham,Windham,23V1201A1#1/R,VSP: Rockingham,Male,37,1
16D100838,04/09/2016 11:00:00 PM,VSP: Rockingham,Accident - Property|Other|Drive/Operate Under Influence|Accident - Property,Landgrove,Bennington,Bennington,23V1201A2#2,VSP: Rockingham,Male,36,1
16B201204,04/12/2016 04:53:00 AM,VSP: Derby,Accident - Injury|Drive/Operate Under Influence,Barton,Orleans,Orleans,23V1201,VSP: Derby,Female,26,1
16B201234,04/14/2016 09:17:00 AM,VSP: Other,Accident - Property|Drive/Operate Under Influence|Other|Violate Conditions of Release|Drug Crime - General,Jay,Orleans,Orleans,23V1201,VSP: Headquarters,Male,50,1
16A201684,04/16/2016 12:00:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence|C&N Operation|Drugs - Possession|Probation/Parole Violation/Check,Georgia,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,45,1
16D100891,04/16/2016 05:03:00 PM,VSP: Rockingham,Traffic Stop|Accident - Property|Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201A3#1,VSP: Rockingham,Female,62,1
16D301231,04/16/2016 10:03:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Male,37,1
16A201743,04/18/2016 08:59:00 PM,VSP: Saint Albans,Accident - Property|K9|Drive/Operate Under Influence,Swanton,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,80,1
16B300769,04/21/2016 09:00:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Property,Fairlee,Orange,Orange,23V1201,VSP: Bradford,Male,32,1
16D200981,04/23/2016 03:26:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Injury|Arrest on Warrant|Liquor Violations,Newfane,Windham,Windham,23V1201A1#2,VSP: Brattleboro,Male,26,1
16D200981,04/23/2016 03:26:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Injury|Arrest on Warrant|Liquor Violations,Newfane,Windham,Windham,23V1201A1#2,VSP: Brattleboro,Female,20,1
16A301716,04/26/2016 10:39:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Marshfield,Washington,Washington,23V1201,VSP: Middlesex,Male,39,1
16A102059,05/01/2016 09:04:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Jericho,Chittenden,Chittenden,23V1201,VSP: Williston,Male,42,1
16C301404,05/04/2016 06:39:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|False Information to Police|C&N Operation,Rupert,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,32,1
16A202044,05/05/2016 02:00:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|DLS|Probation/Parole Violation/Check|Accident - Property,Highgate,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,46,1
16A102158,05/07/2016 12:00:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,62,1
16D301533,05/09/2016 12:59:00 AM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Hartford,Windsor,Windsor,23V1201,VSP: Royalton,Male,30,1
16B101486,05/10/2016 04:15:00 AM,VSP: Saint Johnsbury,Accident - Injury|Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Female,25,1
16C102327,05/10/2016 06:22:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Clarendon,Rutland,Rutland,23V1201A1#4,VSP: Rutland,Male,42,1
16C102327,05/10/2016 06:22:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Clarendon,Rutland,Rutland,23V1201A1#4,VSP: Rutland,Male,42,1
16B300922,05/12/2016 10:32:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Property,Newbury,Orange,Orange,23V1201,VSP: Bradford,Male,47,1
